"s1","s2"
"atmosphere=Good Decor","style=Southern Comfort"
"atmosphere=Great for People Watching","style=Continental"
"atmosphere=Need To Dress","style=Continental"
"atmosphere=Business Scene","style=Continental"
"atmosphere=No Smoking Allowed","style=Traditional"
"atmosphere=Health Conscious Menus","style=Health Food"
"atmosphere=Excellent Service","style=Health Food"
"atmosphere=Good Decor","style=Health Food"
"atmosphere=Parking/Valet","style=Deli"
"atmosphere=Singles Scene","style=Southern"
"atmosphere=Singles Scene","style=Soulfood"
"atmosphere=Wheelchair Access","style=Deli"
"atmosphere=Excellent Service","style=Deli"
"atmosphere=Excellent Decor","style=Deli"
"atmosphere=No Smoking Allowed","style=Steakhouses"
"atmosphere=Singles Scene","style=Steakhouses"
"atmosphere=Great for People Watching","style=Hamburgers"
"atmosphere=Quirky","style=Hamburgers"
"atmosphere=Hip Place To Be","style=Hamburgers"
"atmosphere=Parking/Valet","style=Pizza"
"atmosphere=Fabulous Wine Lists","style=Continental"
"atmosphere=Very Busy - Reservations a Must","style=Continental"
"atmosphere=Excellent Decor","style=Southern Comfort"
"atmosphere=Quirky","style=Pizza"
"atmosphere=Singles Scene","style=Deli"
"atmosphere=Singles Scene","style=Eclectic"
"atmosphere=An Out Of The Way Find","style=Eclectic"
"atmosphere=Singles Scene","style=Continental"
"atmosphere=An Out Of The Way Find","style=Southern Comfort"
"atmosphere=No Smoking Allowed","style=Southern Comfort"
"atmosphere=Little Known But Well Liked","style=Southern Comfort"
"atmosphere=Quirky","style=Southern Comfort"
"atmosphere=Near-perfect Food","style=Southern Comfort"
"atmosphere=Health Conscious Menus","style=Steakhouses"
"atmosphere=Near-perfect Food","style=Steakhouses"
"atmosphere=Extraordinary Service","style=Steakhouses"
"atmosphere=Extraordinary Decor","style=Steakhouses"
"atmosphere=Good Service","style=Southern Comfort"
"atmosphere=Good Food","style=Southern Comfort"
"atmosphere=Wheelchair Access","style=Cafeterias"
"atmosphere=Health Conscious Menus","style=Cafeterias"
"atmosphere=Extraordinary Food","style=Cafeterias"
"atmosphere=Excellent Service","style=Cafeterias"
"atmosphere=Good Decor","style=Cafeterias"
"atmosphere=No Smoking Allowed","style=Southern"
"atmosphere=No Smoking Allowed","style=Soulfood"
"atmosphere=Warm spots by the fire","style=Noodle Houses"
"atmosphere=No Reservations","style=Noodle Houses"
"atmosphere=Extraordinary Food","style=Noodle Houses"
"atmosphere=Excellent Service","style=Noodle Houses"
"atmosphere=Fair Decor","style=Noodle Houses"
"atmosphere=Good Out of Town Business","style=Californian"
"atmosphere=Warm spots by the fire","style=Pastry Shops"
"atmosphere=Focus on Dessert","style=Pastry Shops"
"atmosphere=Extraordinary Food","style=Pastry Shops"
"atmosphere=Excellent Service","style=Pastry Shops"
"atmosphere=Good Decor","style=Pastry Shops"
"atmosphere=Relaxed Senior Scene","style=Californian"
"atmosphere=Romantic","style=Californian"
"atmosphere=On the Beach","style=Californian"
"atmosphere=Extraordinary Service","style=Californian"
"atmosphere=For the Young and Young at Heart","style=Fast Food"
"atmosphere=Warm spots by the fire","style=Fast Food"
"atmosphere=Quirky","style=Fast Food"
"atmosphere=On the Beach","style=Fast Food"
"atmosphere=Extraordinary Food","style=Fast Food"
"atmosphere=Good Service","style=Fast Food"
"atmosphere=Poor Decor","style=Fast Food"
"atmosphere=Good Out of Town Business","style=Health Food"
"atmosphere=Romantic","style=Health Food"
"atmosphere=Quiet for Conversation","style=Health Food"
"atmosphere=Up and Coming","style=Health Food"
"atmosphere=Extraordinary Food","style=Health Food"
"atmosphere=Excellent Decor","style=Health Food"
"atmosphere=Fabulous Wine Lists","style=Brasserie"
"atmosphere=Little Known But Well Liked","style=Brasserie"
"atmosphere=Extraordinary Food","style=Brasserie"
"atmosphere=Extraordinary Service","style=Brasserie"
"atmosphere=Excellent Decor","style=Brasserie"
"atmosphere=No Reservations","style=Cab"
"atmosphere=Warm spots by the fire","style=Health Food"
"atmosphere=No Reservations","style=Health Food"
"atmosphere=Quirky","style=Health Food"
"atmosphere=On the Beach","style=Health Food"
"atmosphere=Hip Place To Be","style=Health Food"
"atmosphere=Singles Scene","style=Health Food"
"atmosphere=Singles Scene","style=Brasserie"
"atmosphere=Excellent Food","style=Brasserie"
"atmosphere=Excellent Service","style=Brasserie"
"atmosphere=Extraordinary Decor","style=Brasserie"
"atmosphere=Quirky","style=Central"
"atmosphere=Excellent Food","style=Central"
"atmosphere=Excellent Service","style=Central"
"atmosphere=Excellent Decor","style=Central"
"atmosphere=Warm spots by the fire","style=Central"
"atmosphere=Good Food","style=Central"
"atmosphere=Good Service","style=Central"
"atmosphere=Fair Decor","style=Central"
"atmosphere=Good Food","style=Brasserie"
"atmosphere=Good Service","style=Brasserie"
"atmosphere=Singles Scene","style=Traditional"
"atmosphere=Little Known But Well Liked","style=Central"
"atmosphere=No Reservations","style=Central"
"atmosphere=Extraordinary Food","style=Central"
"atmosphere=Good for Younger Kids","style=Brasserie"
"atmosphere=Relaxed Senior Scene","style=Brasserie"
"atmosphere=Warm spots by the fire","style=Brasserie"
"atmosphere=Quirky","style=Brasserie"
"atmosphere=An Historic Spot","style=Brasserie"
"atmosphere=Good Decor","style=Brasserie"
"atmosphere=For the Young and Young at Heart","style=Brasserie"
"atmosphere=Good for Younger Kids","style=Central"
"atmosphere=For the Young and Young at Heart","style=Central"
"atmosphere=Hip Place To Be","style=Central"
"atmosphere=Creative","style=Central"
"atmosphere=People Keep Coming Back","style=Californian"
"atmosphere=Warm spots by the fire","style=Californian"
"atmosphere=Good Food","style=Californian"
"atmosphere=An Out Of The Way Find","style=Continental"
"atmosphere=An Out Of The Way Find","style=Brasserie"
"atmosphere=On the Beach","style=Continental"
"atmosphere=On the Beach","style=Eclectic"
"atmosphere=On the Beach","style=Brasserie"
"atmosphere=Authentic","style=Power Brokers"
"atmosphere=Quirky","style=Californian"
"atmosphere=Fair Decor","style=Californian"
"atmosphere=For the Young and Young at Heart","style=Pizzerias"
"atmosphere=Warm spots by the fire","style=Pizzerias"
"atmosphere=No Reservations","style=Pizzerias"
"atmosphere=Great for People Watching","style=Pizzerias"
"atmosphere=Hip Place To Be","style=Pizzerias"
"atmosphere=Singles Scene","style=Pizzerias"
"atmosphere=Creative","style=Pizzerias"
"atmosphere=Excellent Food","style=Pizzerias"
"atmosphere=Excellent Service","style=Pizzerias"
"atmosphere=Excellent Decor","style=Pizzerias"
"atmosphere=Excellent Food","style=Fast Food"
"atmosphere=Excellent Service","style=Fast Food"
"atmosphere=Good Decor","style=Fast Food"
"atmosphere=Great for People Watching","style=Brasserie"
"atmosphere=Quiet for Conversation","style=Californian"
"atmosphere=Warm spots by the fire","style=Coffee Shops"
"atmosphere=Warm spots by the fire","style=Diners"
"atmosphere=Focus on Dessert","style=Traditional"
"atmosphere=Focus on Dessert","style=Diners"
"atmosphere=Great for People Watching","style=Californian"
"atmosphere=Hip Place To Be","style=Californian"
"atmosphere=Focus on Dessert","style=Californian"
"atmosphere=On the Beach","style=Pizzerias"
"atmosphere=Good Decor","style=Pizzerias"
"atmosphere=Business Scene","style=Brasserie"
"atmosphere=Focus on Dessert","style=Cafe/Espresso Bars"
"atmosphere=Singles Scene","style=Cafe/Espresso Bars"
"atmosphere=Singles Scene","style=Pastry Shops"
"atmosphere=Excellent Food","style=Cafe/Espresso Bars"
"atmosphere=Excellent Food","style=Pastry Shops"
"atmosphere=Excellent Service","style=Cafe/Espresso Bars"
"atmosphere=Good Decor","style=Cafe/Espresso Bars"
"atmosphere=Authentic","style=Californian"
"atmosphere=Fabulous Wine Lists","style=Pizzerias"
"atmosphere=For the Young and Young at Heart","style=Californian"
"atmosphere=No Reservations","style=Californian"
"atmosphere=No Reservations","style=Continental"
"atmosphere=Singles Scene","style=Californian"
"atmosphere=Good Service","style=Pizzerias"
"atmosphere=Extraordinary Service","style=Central"
"atmosphere=Business Scene","style=Californian"
"atmosphere=People Keep Coming Back","style=Hamburgers"
"atmosphere=Warm spots by the fire","style=Hamburgers"
"atmosphere=On the Beach","style=Hamburgers"
"atmosphere=Good Decor","style=Hamburgers"
"atmosphere=No Reservations","style=Southern"
"atmosphere=Quirky","style=Soul Food"
"atmosphere=Focus on Dessert","style=Soul Food"
"atmosphere=Focus on Dessert","style=Southern"
"atmosphere=Good Decor","style=Soul Food"
"atmosphere=Warm spots by the fire","style=Middle Eastern"
"atmosphere=Creative","style=Coffee Shops"
"atmosphere=Creative","style=Diners"
"atmosphere=Up and Coming","style=Brasserie"
"atmosphere=Hip Place To Be","style=Brasserie"
"atmosphere=Good Food","style=Power Brokers"
"atmosphere=Little Known But Well Liked","style=Soul Food"
"atmosphere=Warm spots by the fire","style=Soul Food"
"atmosphere=Extraordinary Food","style=Soul Food"
"atmosphere=Extraordinary Service","style=Soul Food"
"atmosphere=Excellent Decor","style=Soul Food"
"atmosphere=Good for Younger Kids","style=Pizzerias"
"atmosphere=Extraordinary Food","style=Pizzerias"
"atmosphere=Need To Dress","style=Californian"
"atmosphere=Near-perfect Decor","style=Californian"
"atmosphere=Great for People Watching","style=Steakhouses"
"atmosphere=On the Beach","style=Steakhouses"
"atmosphere=Classic Hotel Dining","style=Eclectic"
"atmosphere=Focus on Dessert","style=Eclectic"
"atmosphere=No Reservations","style=Diners"
"atmosphere=Focus on Dessert","style=Power Brokers"
"atmosphere=No Reservations","style=Fast Food"
"atmosphere=An Historic Spot","style=Fast Food"
"atmosphere=Fair Decor","style=Fast Food"
"atmosphere=Romantic","style=Brasserie"
"atmosphere=Focus on Dessert","style=Brasserie"
"atmosphere=Singles Scene","style=Coffee Shops"
"atmosphere=Singles Scene","style=Diners"
"atmosphere=Good Out of Town Business","style=Franco-Russian"
"atmosphere=Relaxed Senior Scene","style=Franco-Russian"
"atmosphere=Quiet for Conversation","style=Franco-Russian"
"atmosphere=Classic Hotel Dining","style=Franco-Russian"
"atmosphere=Near-perfect Food","style=Franco-Russian"
"atmosphere=Near-perfect Service","style=Franco-Russian"
"atmosphere=Near-perfect Decor","style=Franco-Russian"
"atmosphere=Fabulous Wine Lists","style=High Tea"
"atmosphere=Hip Place To Be","style=High Tea"
"atmosphere=Business Scene","style=High Tea"
"atmosphere=Good for Younger Kids","style=Californian"
"atmosphere=An Out Of The Way Find","style=Californian"
"atmosphere=On the Beach","style=Coffee Shops"
"atmosphere=On the Beach","style=Diners"
"atmosphere=Focus on Dessert","style=Continental"
"atmosphere=Great for People Watching","style=Central"
"atmosphere=Up and Coming","style=Central"
"atmosphere=Singles Scene","style=Central"
"atmosphere=Good Decor","style=Central"
"atmosphere=Little Known But Well Liked","style=Power Brokers"
"atmosphere=Fair Service","style=Californian"
"atmosphere=No Reservations","style=Brasserie"
"atmosphere=Quiet for Conversation","style=Brasserie"
"atmosphere=Near-perfect Food","style=Californian"
"atmosphere=Near-perfect Service","style=Californian"
"atmosphere=Little Known But Well Liked","style=Traditional"
"atmosphere=No Reservations","style=Eclectic"
"atmosphere=No Reservations","style=Southwestern"
"atmosphere=Warm spots by the fire","style=Cafeterias"
"atmosphere=Quirky","style=Cafeterias"
"atmosphere=An Historic Spot","style=Cafeterias"
"atmosphere=Excellent Food","style=Cafeterias"
"atmosphere=Good Service","style=Cafeterias"
"atmosphere=On the Beach","style=Central"
"atmosphere=Focus on Dessert","style=Hamburgers"
"atmosphere=Extraordinary Food","style=Diners"
"atmosphere=Hip Place To Be","style=Cafe/Espresso Bars"
"atmosphere=Excellent Decor","style=Cafe/Espresso Bars"
"atmosphere=Relaxed Senior Scene","style=Central"
"atmosphere=Good for Younger Kids","style=Cafe/Espresso Bars"
"atmosphere=Good for Younger Kids","style=Pastry Shops"
"atmosphere=Warm spots by the fire","style=Cafe/Espresso Bars"
"atmosphere=Creative","style=Cafe/Espresso Bars"
"atmosphere=Creative","style=Pastry Shops"
"atmosphere=Good Service","style=Cafe/Espresso Bars"
"atmosphere=Good Service","style=Pastry Shops"
"atmosphere=No Reservations","style=Pastry Shops"
"atmosphere=Near-perfect Food","style=Brasserie"
"atmosphere=Near-perfect Decor","style=Brasserie"
"atmosphere=Excellent Food","style=Kosher"
"atmosphere=Excellent Service","style=Kosher"
"atmosphere=Excellent Decor","style=Kosher"
"atmosphere=Near-perfect Decor","style=Eclectic"
"atmosphere=No Reservations","style=Hamburgers"
"atmosphere=An Historic Spot","style=Hamburgers"
"atmosphere=Need To Dress","style=High Tea"
"atmosphere=Near-perfect Service","style=High Tea"
"atmosphere=People Keep Coming Back","style=Brasserie"
"atmosphere=Focus on Dessert","style=High Tea"
"atmosphere=Business Scene","style=Eclectic"
"atmosphere=Authentic","style=Noodle Houses"
"atmosphere=Excellent Decor","style=Noodle Houses"
"atmosphere=Business Scene","style=Pizza"
"atmosphere=Poor Decor","style=Traditional"
"atmosphere=Very Busy - Reservations a Must","style=Pizza"
"atmosphere=Great for People Watching","style=Coffee Houses"
"atmosphere=Hip Place To Be","style=Coffee Houses"
"atmosphere=Excellent Food","style=Coffee Houses"
"atmosphere=Good Service","style=Coffee Houses"
"atmosphere=Excellent Decor","style=Coffee Houses"
"atmosphere=Fabulous Wine Lists","style=Diners"
"atmosphere=Good Out of Town Business","style=Diners"
"atmosphere=Very Busy - Reservations a Must","style=Diners"
"atmosphere=Business Scene","style=Diners"
"atmosphere=Extraordinary Decor","style=Diners"
"atmosphere=Parking/Valet","style=Californian"
"atmosphere=Wheelchair Access","style=Coffee Houses"
"atmosphere=Good Decor","style=Coffee Houses"
"atmosphere=Good Food","style=Hamburgers"
"atmosphere=Good Out of Town Business","style=Hamburgers"
"atmosphere=For the Young and Young at Heart","style=Power Brokers"
"atmosphere=Quirky","style=Cab"
"atmosphere=Extraordinary Service","style=Southwestern"
"atmosphere=Hip Place To Be","style=Middle Eastern"
"atmosphere=Pub Feel","style=Hamburgers"
"atmosphere=Parking/Valet","style=High Tea"
"atmosphere=Wheelchair Access","style=High Tea"
"atmosphere=Good Food","style=Coffee Houses"
"atmosphere=Great for People Watching","style=Deli"
"atmosphere=Business Scene","style=Deli"
"atmosphere=Very Busy - Reservations a Must","style=Californian"
"atmosphere=Fabulous Wine Lists","style=Hamburgers"
"atmosphere=Romantic","style=Hamburgers"
"atmosphere=Business Scene","style=Hamburgers"
"atmosphere=Excellent Service","style=Coffee Houses"
"atmosphere=Very Busy - Reservations a Must","style=High Tea"
"atmosphere=Poor Decor","style=Hamburgers"
"atmosphere=Up and Coming","style=High Tea"
"atmosphere=Health Conscious Menus","style=High Tea"
"atmosphere=Good Out of Town Business","style=Eclectic"
"atmosphere=Romantic","style=Steakhouses"
"atmosphere=Near-perfect Food","style=High Tea"
"atmosphere=Little Known But Well Liked","style=Hamburgers"
"atmosphere=Singles Scene","style=High Tea"
"atmosphere=Buffet Dining","style=High Tea"
"atmosphere=Classic Hotel Dining","style=Deli"
"atmosphere=Business Scene","style=Southern"
"atmosphere=Place for Singles","style=Power Brokers"
"atmosphere=Pub Feel","style=Cab"
"atmosphere=Place for Singles","style=Hamburgers"
"atmosphere=Wheelchair Access","style=Bakeries"
"atmosphere=No Reservations","style=High Tea"
"atmosphere=No Reservations","style=Bakeries"
"atmosphere=Parking/Valet","style=Bakeries"
"atmosphere=Extraordinary Food","style=Bakeries"
"atmosphere=Excellent Service","style=Bakeries"
"atmosphere=Excellent Decor","style=Bakeries"
"atmosphere=Up and Coming","style=Hamburgers"
"atmosphere=Extraordinary Decor","style=Hamburgers"
"atmosphere=An Out Of The Way Find","style=Power Brokers"
"atmosphere=No Smoking Allowed","style=Power Brokers"
"atmosphere=No Smoking Allowed","style=Pizza"
"atmosphere=Great for People Watching","style=Southwestern"
"atmosphere=No Smoking Allowed","style=High Tea"
"atmosphere=Creative","style=High Tea"
"atmosphere=Fabulous Wine Lists","style=Southern"
"atmosphere=Good Out of Town Business","style=Southern"
"atmosphere=Quiet for Conversation","style=Southern"
"atmosphere=Classic Hotel Dining","style=Southern"
"atmosphere=No Smoking Allowed","style=Bakeries"
"atmosphere=Focus on Dessert","style=Bakeries"
"atmosphere=Good Decor","style=Bakeries"
"atmosphere=Fabulous Wine Lists","style=Deli"
"atmosphere=Health Conscious Menus","style=Deli"
"atmosphere=Creative","style=Pizza"
"atmosphere=Buffet Dining","style=Continental"
"atmosphere=Buffet Dining","style=Power Brokers"
"atmosphere=Up and Coming","style=Bakeries"
"atmosphere=Warm spots by the fire","style=Bakeries"
"atmosphere=Good Food","style=Bakeries"
"atmosphere=Good Service","style=Bakeries"
"atmosphere=No Smoking Allowed","style=Hamburgers"
"atmosphere=Extraordinary Decor","style=Pizza"
"atmosphere=Up and Coming","style=Steakhouses"
"atmosphere=Fabulous Views","style=Pizza"
"atmosphere=No Reservations","style=Southeast Asian"
"atmosphere=Excellent Food","style=Southeast Asian"
"atmosphere=Excellent Service","style=Southeast Asian"
"atmosphere=Good Decor","style=Southeast Asian"
"atmosphere=Fabulous Views","style=Power Brokers"
"atmosphere=Little Known But Well Liked","style=Southwestern"
"atmosphere=Business Scene","style=Southwestern"
"atmosphere=Quiet for Conversation","style=Southwestern"
"atmosphere=Classic Hotel Dining","style=Southwestern"
"atmosphere=Authentic","style=Diners"
"atmosphere=Fabulous Views","style=Steakhouses"
"atmosphere=Fabulous Wine Lists","style=Southeast Asian"
"atmosphere=Good Out of Town Business","style=Southeast Asian"
"atmosphere=Great for People Watching","style=Southeast Asian"
"atmosphere=Parking/Valet","style=Southeast Asian"
"atmosphere=Hip Place To Be","style=Southeast Asian"
"atmosphere=Extraordinary Food","style=Southeast Asian"
"atmosphere=Excellent Decor","style=Southeast Asian"
"atmosphere=No Smoking Allowed","style=Cab"
"atmosphere=Health Conscious Menus","style=Hamburgers"
"atmosphere=Buffet Dining","style=Southern"
"atmosphere=No Smoking Allowed","style=Eclectic"
"atmosphere=Fair Decor","style=Power Brokers"
"atmosphere=Relaxed Senior Scene","style=Hamburgers"
"atmosphere=Authentic","style=Middle Eastern"
"atmosphere=Extraordinary Decor","style=Middle Eastern"
"atmosphere=Need To Dress","style=Steakhouses"
"atmosphere=Fabulous Views","style=Cab"
"atmosphere=Fabulous Views","style=High Tea"
"atmosphere=Health Conscious Menus","style=Cab"
"atmosphere=Focus on Dessert","style=Cab"
"atmosphere=Relaxed Senior Scene","style=Southwestern"
"atmosphere=Health Conscious Menus","style=Southern"
"atmosphere=Little Known But Well Liked","style=Middle Eastern"
"atmosphere=Fabulous Views","style=Traditional"
"atmosphere=Wheelchair Access","style=Southeast Asian"
"atmosphere=Buffet Dining","style=Traditional"
"atmosphere=Wheelchair Access","style=Carry in Wine and Beer"
"atmosphere=Quirky","style=Carry in Wine and Beer"
"atmosphere=Health Conscious Menus","style=Carry in Wine and Beer"
"atmosphere=Good Food","style=Carry in Wine and Beer"
"atmosphere=Good Service","style=Carry in Wine and Beer"
"atmosphere=Fair Decor","style=Carry in Wine and Beer"
"atmosphere=No Smoking Allowed","style=Carry in Wine and Beer"
"atmosphere=Excellent Food","style=Carry in Wine and Beer"
"atmosphere=Excellent Service","style=Carry in Wine and Beer"
"atmosphere=Excellent Decor","style=Carry in Wine and Beer"
"atmosphere=Very Busy - Reservations a Must","style=Grills"
"atmosphere=Focus on Dessert","style=Grills"
"atmosphere=Business Scene","style=Grills"
"atmosphere=Singles Scene","style=Grills"
"atmosphere=Focus on Dessert","style=Carry in Wine and Beer"
"atmosphere=Credit cards are not accepted","style=Carry in Wine and Beer"
"atmosphere=Fair Service","style=Carry in Wine and Beer"
"atmosphere=Fair Service","style=Coffee Shops"
"atmosphere=Good Decor","style=Carry in Wine and Beer"
"atmosphere=Authentic","style=Carry in Wine and Beer"
"atmosphere=No Reservations","style=Soulfood"
"atmosphere=Cafe/Garden Dining","style=Continental"
"atmosphere=Health Conscious Menus","style=Southwestern"
"atmosphere=Cafe/Garden Dining","style=Pizza"
"atmosphere=Relaxed Senior Scene","style=Deli"
"atmosphere=No Reservations","style=Deli"
"atmosphere=Credit cards are not accepted","style=Deli"
"atmosphere=Parking/Valet","style=Grills"
"atmosphere=Health Conscious Menus","style=Grills"
"atmosphere=No Smoking Allowed","style=Coffee Shops"
"atmosphere=Cafe/Garden Dining","style=High Tea"
"atmosphere=Cafe/Garden Dining","style=Coffee Shops"
"atmosphere=Classic Hotel Dining","style=Hamburgers"
"atmosphere=Focus on Dessert","style=Steakhouses"
"atmosphere=Focus on Dessert","style=Deli"
"atmosphere=No Smoking Allowed","style=Continental"
"atmosphere=Cafe/Garden Dining","style=Traditional"
"atmosphere=Very Busy - Reservations a Must","style=Eclectic"
"atmosphere=An Historic Spot","style=Eclectic"
"atmosphere=Cafe/Garden Dining","style=Eclectic"
"atmosphere=For the Young and Young at Heart","style=Carry in Wine and Beer"
"atmosphere=No Reservations","style=Middle Eastern"
"atmosphere=Credit cards are not accepted","style=Middle Eastern"
"atmosphere=Need To Dress","style=Eclectic"
"atmosphere=Near-perfect Food","style=Continental"
"atmosphere=Near-perfect Food","style=Eclectic"
"atmosphere=Near-perfect Service","style=Continental"
"atmosphere=Near-perfect Service","style=Eclectic"
"atmosphere=Romantic","style=Carry in Wine and Beer"
"atmosphere=No Reservations","style=Carry in Wine and Beer"
"atmosphere=Extraordinary Food","style=Carry in Wine and Beer"
"atmosphere=Cafe/Garden Dining","style=Power Brokers"
"atmosphere=Very Busy - Reservations a Must","style=Cab"
"atmosphere=Near-perfect Food","style=Cab"
"atmosphere=Near-perfect Service","style=Cab"
"atmosphere=Creative","style=Carry in Wine and Beer"
"atmosphere=Credit cards are not accepted","style=Eclectic"
"atmosphere=Cafe/Garden Dining","style=Steakhouses"
"atmosphere=Up and Coming","style=Carry in Wine and Beer"
"atmosphere=Extraordinary Service","style=Carry in Wine and Beer"
"atmosphere=Quirky","style=Deli"
"atmosphere=Credit cards are not accepted","style=Traditional"
"atmosphere=Good for Younger Kids","style=Carry in Wine and Beer"
"atmosphere=Cafe/Garden Dining","style=Carry in Wine and Beer"
"atmosphere=Wheelchair Access","style=International"
"atmosphere=Excellent Food","style=International"
"atmosphere=Excellent Service","style=International"
"atmosphere=Good Decor","style=International"
"atmosphere=Cafe/Garden Dining","style=International"
"atmosphere=Focus on Dessert","style=International"
"atmosphere=Good Service","style=International"
"atmosphere=No Reservations","style=Grills"
"atmosphere=Quirky","style=Grills"
"atmosphere=Little Known But Well Liked","style=Health Food"
"atmosphere=Credit cards are not accepted","style=Pizza"
"atmosphere=Credit cards are not accepted","style=Steakhouses"
"atmosphere=Fair Decor","style=Steakhouses"
"atmosphere=Good for Younger Kids","style=N"
"atmosphere=Good for Younger Kids","style=A"
"atmosphere=Wheelchair Access","style=N"
"atmosphere=Wheelchair Access","style=A"
"atmosphere=For the Young and Young at Heart","style=N"
"atmosphere=For the Young and Young at Heart","style=A"
"atmosphere=Focus on Dessert","style=N"
"atmosphere=Focus on Dessert","style=A"
"atmosphere=Good Food","style=N"
"atmosphere=Good Food","style=A"
"atmosphere=Good Service","style=N"
"atmosphere=Good Service","style=A"
"atmosphere=Good Decor","style=N"
"atmosphere=Good Decor","style=A"
"atmosphere=Hip Place To Be","style=Deli"
"atmosphere=Buffet Dining","style=Carry in Wine and Beer"
"atmosphere=Fair Decor","style=Cab"
"atmosphere=Buffet Dining","style=Cab"
"atmosphere=Little Known But Well Liked","style=Cab"
"atmosphere=Need To Dress","style=Cab"
"atmosphere=Near-perfect Decor","style=Cab"
"atmosphere=Authentic","style=Cab"
"atmosphere=Fair Service","style=Cab"
"atmosphere=Poor Decor","style=Cab"
"atmosphere=Poor Decor","style=Carry in Wine and Beer"
"atmosphere=Tourist Appeal","style=Cab"
"atmosphere=Tourist Appeal","style=Traditional"
"atmosphere=Relaxed Senior Scene","style=Carry in Wine and Beer"
"atmosphere=No Liquor Served","style=Cab"
"atmosphere=No Liquor Served","style=Coffee Shops"
"atmosphere=No Liquor Served","style=Diners"
"atmosphere=An Historic Spot","style=Cab"
"atmosphere=An Historic Spot","style=Diners"
"atmosphere=Focus on Dessert","style=Coffeehouses"
"atmosphere=Good Food","style=Coffeehouses"
"atmosphere=Good Service","style=Coffeehouses"
"atmosphere=Good Decor","style=Coffeehouses"
"atmosphere=Extraordinary Food","style=Deli"
"atmosphere=Tourist Appeal","style=Coffee Shops"
"atmosphere=Tourist Appeal","style=Diners"
"atmosphere=Little Known But Well Liked","style=Carry in Wine and Beer"
"atmosphere=Little Known But Well Liked","style=Eclectic"
"atmosphere=Excellent Food","style=Bakeries"
"atmosphere=An Out Of The Way Find","style=Cab"
"atmosphere=Pub Feel","style=Eclectic"
"atmosphere=Tourist Appeal","style=Pizza"
"atmosphere=No Liquor Served","style=Continental"
"atmosphere=Relaxed Senior Scene","style=Bakeries"
"atmosphere=Quiet for Conversation","style=Carry in Wine and Beer"
"atmosphere=Parking/Valet","style=Carry in Wine and Beer"
"atmosphere=Hip Place To Be","style=Carry in Wine and Beer"
"atmosphere=Near-perfect Decor","style=Traditional"
"atmosphere=No Reservations","style=Steakhouses"
"atmosphere=Relaxed Senior Scene","style=Middle Eastern"
"atmosphere=Tourist Appeal","style=Power Brokers"
