"s1","s2"
"atmosphere=Near-perfect Food","occasion=Prix Fixe Menus"
"atmosphere=Near-perfect Food","occasion=Private Parties"
"atmosphere=Wheelchair Access","occasion=Delivery Available"
"atmosphere=Relaxed Senior Scene","occasion=Delivery Available"
"atmosphere=Quiet for Conversation","occasion=Fine for Dining Alone"
"atmosphere=Up and Coming","occasion=Delivery Available"
"atmosphere=Hip Place To Be","occasion=Delivery Available"
"atmosphere=Good Food","occasion=Delivery Available"
"atmosphere=Fabulous Wine Lists","occasion=Menus in Braille"
"atmosphere=Extraordinary Service","occasion=Menus in Braille"
"atmosphere=Extraordinary Decor","occasion=Menus in Braille"
"atmosphere=Romantic","occasion=Prix Fixe Menus"
"atmosphere=Great for People Watching","occasion=Prix Fixe Menus"
"atmosphere=Hip Place To Be","occasion=Prix Fixe Menus"
"atmosphere=Near-perfect Service","occasion=Prix Fixe Menus"
"atmosphere=Near-perfect Service","occasion=Private Parties"
"atmosphere=Near-perfect Decor","occasion=Prix Fixe Menus"
"atmosphere=Good Out of Town Business","occasion=Weekend Dining"
"atmosphere=Relaxed Senior Scene","occasion=Weekend Dining"
"atmosphere=Hip Place To Be","occasion=Weekend Dining"
"atmosphere=Extraordinary Food","occasion=Weekend Dining"
"atmosphere=Extraordinary Service","occasion=Weekend Dining"
"atmosphere=Extraordinary Decor","occasion=Weekend Dining"
"atmosphere=Place for Singles","occasion=Prix Fixe Menus"
"atmosphere=Place for Singles","occasion=After Hours Dining"
"atmosphere=Up and Coming","occasion=Prix Fixe Menus"
"atmosphere=Up and Coming","occasion=After Hours Dining"
"atmosphere=Good Food","occasion=Prix Fixe Menus"
"atmosphere=Good Food","occasion=After Hours Dining"
"atmosphere=Good Service","occasion=Prix Fixe Menus"
"atmosphere=Good Service","occasion=After Hours Dining"
"atmosphere=Up and Coming","occasion=Weekend Dining"
"atmosphere=Extraordinary Food","occasion=Pre-theater Dining"
"atmosphere=Excellent Decor","occasion=Pre-theater Dining"
"atmosphere=For the Young and Young at Heart","occasion=After Hours Dining"
"atmosphere=Place for Singles","occasion=Weekend Dining"
"atmosphere=Pub Feel","occasion=Weekend Dining"
"atmosphere=Pub Feel","occasion=After Hours Dining"
"atmosphere=Pub Feel","occasion=Late Night Menu"
"atmosphere=Pub Feel","occasion=Dancing"
"atmosphere=Pub Feel","occasion=Entertainment"
"atmosphere=An Historic Spot","occasion=Weekend Dining"
"atmosphere=An Historic Spot","occasion=After Hours Dining"
"atmosphere=Good Food","occasion=Weekend Dining"
"atmosphere=Excellent Decor","occasion=After Hours Dining"
"atmosphere=Quirky","occasion=Prix Fixe Menus"
"atmosphere=People Keep Coming Back","occasion=Private Parties"
"atmosphere=People Keep Coming Back","occasion=Private Rooms Available"
"atmosphere=People Keep Coming Back","occasion=Margaritas"
"atmosphere=Old World Cafe Charm","occasion=Private Parties"
"atmosphere=Old World Cafe Charm","occasion=Private Rooms Available"
"atmosphere=Creative","occasion=Weekend Dining"
"atmosphere=Creative","occasion=After Hours Dining"
"atmosphere=Creative","occasion=Late Night Menu"
"atmosphere=Creative","occasion=Dancing"
"atmosphere=Creative","occasion=Entertainment"
"atmosphere=Warm spots by the fire","occasion=Prix Fixe Menus"
"atmosphere=Warm spots by the fire","occasion=Delivery Available"
"atmosphere=Warm spots by the fire","occasion=Takeout Available"
"atmosphere=Creative","occasion=Special Brunch Menu"
"atmosphere=Wheelchair Access","occasion=Pre-theater Dining"
"atmosphere=Relaxed Senior Scene","occasion=Pre-theater Dining"
"atmosphere=Extraordinary Service","occasion=Pre-theater Dining"
"atmosphere=Extraordinary Service","occasion=Delivery Available"
"atmosphere=Extraordinary Decor","occasion=Pre-theater Dining"
"atmosphere=Extraordinary Decor","occasion=Delivery Available"
"atmosphere=Quirky","occasion=Delivery Available"
"atmosphere=Good for Younger Kids","occasion=After Hours Dining"
"atmosphere=People Keep Coming Back","occasion=After Hours Dining"
"atmosphere=People Keep Coming Back","occasion=Late Night Menu"
"atmosphere=Fair Decor","occasion=After Hours Dining"
"atmosphere=Fabulous Wine Lists","occasion=Dining Outdoors"
"atmosphere=Fabulous Wine Lists","occasion=After Hours Dining"
"atmosphere=Fabulous Wine Lists","occasion=Late Night Menu"
"atmosphere=Great for People Watching","occasion=After Hours Dining"
"atmosphere=Great for People Watching","occasion=Late Night Menu"
"atmosphere=Hip Place To Be","occasion=Dining Outdoors"
"atmosphere=Hip Place To Be","occasion=After Hours Dining"
"atmosphere=Warm spots by the fire","occasion=After Hours Dining"
"atmosphere=Warm spots by the fire","occasion=Late Night Menu"
"atmosphere=Creative","occasion=Prix Fixe Menus"
"atmosphere=Pub Feel","occasion=Private Parties"
"atmosphere=Pub Feel","occasion=Private Rooms Available"
"atmosphere=Romantic","occasion=Weekend Dining"
"atmosphere=Fair Decor","occasion=Open for Breakfast"
"atmosphere=Quiet for Conversation","occasion=Dancing"
"atmosphere=Quiet for Conversation","occasion=Entertainment"
"atmosphere=Extraordinary Service","occasion=Dancing"
"atmosphere=Near-perfect Decor","occasion=Special Brunch Menu"
"atmosphere=Extraordinary Food","occasion=After Hours Dining"
"atmosphere=Extraordinary Decor","occasion=After Hours Dining"
"atmosphere=Creative","occasion=Fine for Dining Alone"
"atmosphere=Quirky","occasion=After Hours Dining"
"atmosphere=Classic Hotel Dining","occasion=Weekend Dining"
"atmosphere=Place for Singles","occasion=Pre-theater Dining"
"atmosphere=Great for People Watching","occasion=Pre-theater Dining"
"atmosphere=Good Service","occasion=Pre-theater Dining"
"atmosphere=Fabulous Wine Lists","occasion=Weekend Dining"
"atmosphere=Fabulous Wine Lists","occasion=Special Brunch Menu"
"atmosphere=Hip Place To Be","occasion=Entertainment"
"atmosphere=Hip Place To Be","occasion=Special Brunch Menu"
"atmosphere=Old World Cafe Charm","occasion=Weekend Dining"
"atmosphere=Old World Cafe Charm","occasion=Dining Outdoors"
"atmosphere=Old World Cafe Charm","occasion=Dancing"
"atmosphere=Old World Cafe Charm","occasion=Entertainment"
"atmosphere=Old World Cafe Charm","occasion=Special Brunch Menu"
"atmosphere=Near-perfect Decor","occasion=Weekend Dining"
"atmosphere=Near-perfect Decor","occasion=Dining Outdoors"
"atmosphere=Wheelchair Access","occasion=Weekend Dining"
"atmosphere=Wheelchair Access","occasion=After Hours Dining"
"atmosphere=Good Out of Town Business","occasion=After Hours Dining"
"atmosphere=Good Out of Town Business","occasion=Late Night Menu"
"atmosphere=People Keep Coming Back","occasion=Weekend Dining"
"atmosphere=Great for People Watching","occasion=Weekend Dining"
"atmosphere=Warm spots by the fire","occasion=Weekend Dining"
"atmosphere=Warm spots by the fire","occasion=Private Parties"
"atmosphere=Warm spots by the fire","occasion=Private Rooms Available"
"atmosphere=Warm spots by the fire","occasion=Special Brunch Menu"
"atmosphere=Creative","occasion=Delivery Available"
"atmosphere=Authentic","occasion=Private Parties"
"atmosphere=Authentic","occasion=Private Rooms Available"
"atmosphere=Fair Decor","occasion=Weekend Dining"
"atmosphere=Fair Decor","occasion=Delivery Available"
"atmosphere=Good for Younger Kids","occasion=Prix Fixe Menus"
"atmosphere=Wheelchair Access","occasion=Menus in Braille"
"atmosphere=For the Young and Young at Heart","occasion=Prix Fixe Menus"
"atmosphere=For the Young and Young at Heart","occasion=Menus in Braille"
"atmosphere=People Keep Coming Back","occasion=Prix Fixe Menus"
"atmosphere=People Keep Coming Back","occasion=Delivery Available"
"atmosphere=People Keep Coming Back","occasion=Takeout Available"
"atmosphere=People Keep Coming Back","occasion=Dancing"
"atmosphere=People Keep Coming Back","occasion=Entertainment"
"atmosphere=People Keep Coming Back","occasion=Menus in Braille"
"atmosphere=Place for Singles","occasion=Delivery Available"
"atmosphere=Place for Singles","occasion=Menus in Braille"
"atmosphere=Great for People Watching","occasion=Delivery Available"
"atmosphere=Great for People Watching","occasion=Menus in Braille"
"atmosphere=Old World Cafe Charm","occasion=Delivery Available"
"atmosphere=Old World Cafe Charm","occasion=Takeout Available"
"atmosphere=Old World Cafe Charm","occasion=Menus in Braille"
"atmosphere=Good Food","occasion=Menus in Braille"
"atmosphere=Good Service","occasion=Menus in Braille"
"atmosphere=Good Out of Town Business","occasion=Pre-theater Dining"
"atmosphere=Good Out of Town Business","occasion=Delivery Available"
"atmosphere=Good Out of Town Business","occasion=Takeout Available"
"atmosphere=Romantic","occasion=Pre-theater Dining"
"atmosphere=Romantic","occasion=Delivery Available"
"atmosphere=Romantic","occasion=Takeout Available"
"atmosphere=An Historic Spot","occasion=Pre-theater Dining"
"atmosphere=Authentic","occasion=Delivery Available"
"atmosphere=Old World Cafe Charm","occasion=Fine for Dining Alone"
"atmosphere=Fabulous Wine Lists","occasion=Delivery Available"
"atmosphere=Fabulous Wine Lists","occasion=Takeout Available"
"atmosphere=Relaxed Senior Scene","occasion=After Hours Dining"
"atmosphere=Relaxed Senior Scene","occasion=Late Night Menu"
"atmosphere=Pub Feel","occasion=Dining Outdoors"
"atmosphere=Fair Decor","occasion=Special Brunch Menu"
"atmosphere=Fair Decor","occasion=Dancing"
"atmosphere=Fair Decor","occasion=Entertainment"
"atmosphere=Warm spots by the fire","occasion=Dancing"
"atmosphere=Warm spots by the fire","occasion=Entertainment"
"atmosphere=Extraordinary Decor","occasion=Dancing"
"atmosphere=Relaxed Senior Scene","occasion=Dining Outdoors"
"atmosphere=Place for Singles","occasion=Margaritas"
"atmosphere=Creative","occasion=Margaritas"
"atmosphere=Excellent Food","occasion=Margaritas"
"atmosphere=Excellent Decor","occasion=Margaritas"
"atmosphere=Health Conscious Menus","occasion=Prix Fixe Menus"
"atmosphere=Health Conscious Menus","occasion=Menus in Braille"
"atmosphere=Warm spots by the fire","occasion=Fine for Dining Alone"
"atmosphere=People Keep Coming Back","occasion=Dining Outdoors"
"atmosphere=People Keep Coming Back","occasion=Fine for Dining Alone"
"atmosphere=People Keep Coming Back","occasion=Special Brunch Menu"
"atmosphere=People Keep Coming Back","occasion=Open for Breakfast"
"atmosphere=Up and Coming","occasion=Short Drive"
"atmosphere=Good Food","occasion=Short Drive"
"atmosphere=Good Service","occasion=Short Drive"
"atmosphere=Excellent Service","occasion=Margaritas"
"atmosphere=Up and Coming","occasion=Pre-theater Dining"
"atmosphere=Up and Coming","occasion=Open for Breakfast"
"atmosphere=Health Conscious Menus","occasion=Dancing"
"atmosphere=Authentic","occasion=After Hours Dining"
"atmosphere=Authentic","occasion=Late Night Menu"
"atmosphere=Fair Service","occasion=After Hours Dining"
"atmosphere=Fair Service","occasion=Late Night Menu"
"atmosphere=Poor Decor","occasion=After Hours Dining"
"atmosphere=Authentic","occasion=Prix Fixe Menus"
"atmosphere=Quirky","occasion=Weekend Dining"
"atmosphere=Little Known But Well Liked","occasion=Private Parties"
"atmosphere=Little Known But Well Liked","occasion=Private Rooms Available"
"atmosphere=Little Known But Well Liked","occasion=Fine for Dining Alone"
"atmosphere=Authentic","occasion=Game"
"atmosphere=Near-perfect Decor","occasion=Pre-theater Dining"
"atmosphere=Near-perfect Service","occasion=Weekend Dining"
"atmosphere=Near-perfect Service","occasion=Special Brunch Menu"
"atmosphere=Warm spots by the fire","occasion=Dining Outdoors"
"atmosphere=Creative","occasion=Dining Outdoors"
"atmosphere=Romantic","occasion=After Hours Dining"
"atmosphere=Authentic","occasion=Weekend Dining"
"atmosphere=Quirky","occasion=Fine for Dining Alone"
"atmosphere=Little Known But Well Liked","occasion=Dancing"
"atmosphere=Little Known But Well Liked","occasion=Entertainment"
"atmosphere=Quirky","occasion=Dining Outdoors"
"atmosphere=Quirky","occasion=Special Brunch Menu"
"atmosphere=Health Conscious Menus","occasion=After Hours Dining"
"atmosphere=Hip Place To Be","occasion=Pre-theater Dining"
"atmosphere=Wheelchair Access","occasion=Long Drive"
"atmosphere=Great for People Watching","occasion=Long Drive"
"atmosphere=Creative","occasion=Long Drive"
"atmosphere=Creative","occasion=Pre-theater Dining"
"atmosphere=Little Known But Well Liked","occasion=After Hours Dining"
"atmosphere=Little Known But Well Liked","occasion=Late Night Menu"
"atmosphere=Good Food","occasion=Pre-theater Dining"
"atmosphere=Fair Decor","occasion=Dining Outdoors"
"atmosphere=Little Known But Well Liked","occasion=Dining Outdoors"
"atmosphere=Excellent Food","occasion=Long Drive"
"atmosphere=People Keep Coming Back","occasion=Pre-theater Dining"
"atmosphere=Pub Feel","occasion=Special Brunch Menu"
"atmosphere=Classic Hotel Dining","occasion=Delivery Available"
"atmosphere=Little Known But Well Liked","occasion=Weekend Dining"
"atmosphere=Authentic","occasion=Dancing"
"atmosphere=Authentic","occasion=Entertainment"
"atmosphere=Little Known But Well Liked","occasion=Delivery Available"
"atmosphere=Little Known But Well Liked","occasion=Takeout Available"
"atmosphere=Authentic","occasion=Pre-theater Dining"
"atmosphere=Fair Food","occasion=Dining Outdoors"
"atmosphere=Pub Feel","occasion=Fine for Dining Alone"
"atmosphere=Excellent Food","occasion=Menus in Braille"
"atmosphere=Fair Decor","occasion=Menus in Braille"
"atmosphere=Quirky","occasion=Game"
"atmosphere=Wheelchair Access","occasion=Short Drive"
"atmosphere=Excellent Food","occasion=Short Drive"
"atmosphere=Excellent Decor","occasion=Short Drive"
"atmosphere=Health Conscious Menus","occasion=Pre-theater Dining"
"atmosphere=Fabulous Wine Lists","occasion=Pre-theater Dining"
"atmosphere=Creative","occasion=Open for Breakfast"
"atmosphere=Little Known But Well Liked","occasion=Prix Fixe Menus"
"atmosphere=Little Known But Well Liked","occasion=Special Brunch Menu"
"atmosphere=Warm spots by the fire","occasion=Game"
"atmosphere=Fair Service","occasion=Fine for Dining Alone"
"atmosphere=Poor Decor","occasion=Fine for Dining Alone"
"atmosphere=Poor Decor","occasion=Weekend Dining"
"atmosphere=Poor Decor","occasion=Delivery Available"
"atmosphere=Good for Younger Kids","occasion=Short Drive"
"atmosphere=For the Young and Young at Heart","occasion=Short Drive"
"atmosphere=People Keep Coming Back","occasion=Short Drive"
"atmosphere=Quirky","occasion=Short Drive"
"atmosphere=Extraordinary Service","occasion=After Hours Dining"
"atmosphere=Extraordinary Service","occasion=Late Night Menu"
"atmosphere=Excellent Decor","occasion=Menus in Braille"
"atmosphere=Warm spots by the fire","occasion=Pre-theater Dining"
"atmosphere=Pub Feel","occasion=Game"
"atmosphere=Health Conscious Menus","occasion=Game"
"atmosphere=Near-perfect Service","occasion=Dining Outdoors"
"atmosphere=Good for Younger Kids","occasion=Pre-theater Dining"
"atmosphere=Pub Feel","occasion=Pre-theater Dining"
"atmosphere=Place for Singles","occasion=Short Drive"
"atmosphere=Up and Coming","occasion=Game"
"atmosphere=Warm spots by the fire","occasion=Open for Breakfast"
"atmosphere=Fair Service","occasion=Weekend Dining"
"atmosphere=Fair Service","occasion=Delivery Available"
"atmosphere=Fair Service","occasion=Takeout Available"
"atmosphere=Authentic","occasion=Fine for Dining Alone"
"atmosphere=Fair Decor","occasion=Prix Fixe Menus"
"atmosphere=Fair Decor","occasion=Margaritas"
"atmosphere=Fair Food","occasion=Private Parties"
"atmosphere=Authentic","occasion=Dining Outdoors"
"atmosphere=Fair Food","occasion=After Hours Dining"
"atmosphere=Fair Food","occasion=Late Night Menu"
"atmosphere=Little Known But Well Liked","occasion=Open for Breakfast"
"atmosphere=Old World Cafe Charm","occasion=Game"
"atmosphere=Near-perfect Food","occasion=Weekend Dining"
"atmosphere=Near-perfect Decor","occasion=After Hours Dining"
"atmosphere=Near-perfect Decor","occasion=Late Night Menu"
"atmosphere=Good for Younger Kids","occasion=Catering for Special Events"
"atmosphere=Wheelchair Access","occasion=Catering for Special Events"
"atmosphere=People Keep Coming Back","occasion=Catering for Special Events"
"atmosphere=Parking/Valet","occasion=Weekend Dining"
"atmosphere=Parking/Valet","occasion=Dining Outdoors"
"atmosphere=Parking/Valet","occasion=Delivery Available"
"atmosphere=Parking/Valet","occasion=Catering for Special Events"
"atmosphere=Good Food","occasion=Catering for Special Events"
"atmosphere=Good Service","occasion=Catering for Special Events"
"atmosphere=Good Decor","occasion=Catering for Special Events"
"atmosphere=Parking/Valet","occasion=Dining After the Theater"
"atmosphere=Parking/Valet","occasion=Late Night Menu"
"atmosphere=Parking/Valet","occasion=Entertainment"
"atmosphere=Quirky","occasion=Dining After the Theater"
"atmosphere=Excellent Food","occasion=Dining After the Theater"
"atmosphere=Good Service","occasion=Dining After the Theater"
"atmosphere=Good Decor","occasion=Dining After the Theater"
"atmosphere=No Smoking Allowed","occasion=Weekend Dining"
"atmosphere=No Smoking Allowed","occasion=Fine for Dining Alone"
"atmosphere=No Smoking Allowed","occasion=Delivery Available"
"atmosphere=No Smoking Allowed","occasion=Catering for Special Events"
"atmosphere=Parking/Valet","occasion=Fine for Dining Alone"
"atmosphere=Extraordinary Food","occasion=Catering for Special Events"
"atmosphere=Excellent Service","occasion=Catering for Special Events"
"atmosphere=Fair Decor","occasion=Catering for Special Events"
"atmosphere=Parking/Valet","occasion=Private Parties"
"atmosphere=Parking/Valet","occasion=Private Rooms Available"
"atmosphere=Excellent Food","occasion=Catering for Special Events"
"atmosphere=For the Young and Young at Heart","occasion=Catering for Special Events"
"atmosphere=Singles Scene","occasion=Takeout Available"
"atmosphere=Singles Scene","occasion=Weekend Dining"
"atmosphere=Singles Scene","occasion=Private Parties"
"atmosphere=Singles Scene","occasion=Private Rooms Available"
"atmosphere=Singles Scene","occasion=Delivery Available"
"atmosphere=Singles Scene","occasion=Catering for Special Events"
"atmosphere=Parking/Valet","occasion=Dancing"
"atmosphere=Quirky","occasion=Catering for Special Events"
"atmosphere=An Historic Spot","occasion=Catering for Special Events"
"atmosphere=Parking/Valet","occasion=Takeout Available"
"atmosphere=Warm spots by the fire","occasion=Catering for Special Events"
"atmosphere=Extraordinary Decor","occasion=Catering for Special Events"
"atmosphere=Romantic","occasion=Catering for Special Events"
"atmosphere=Excellent Decor","occasion=Catering for Special Events"
"atmosphere=Fabulous Wine Lists","occasion=Catering for Special Events"
"atmosphere=Great for People Watching","occasion=Catering for Special Events"
"atmosphere=Business Scene","occasion=Takeout Available"
"atmosphere=Business Scene","occasion=Private Parties"
"atmosphere=Business Scene","occasion=Private Rooms Available"
"atmosphere=Business Scene","occasion=Fine for Dining Alone"
"atmosphere=Business Scene","occasion=Catering for Special Events"
"atmosphere=Creative","occasion=Catering for Special Events"
"atmosphere=Extraordinary Service","occasion=Catering for Special Events"
"atmosphere=Very Busy - Reservations a Must","occasion=Delivery Available"
"atmosphere=Very Busy - Reservations a Must","occasion=Catering for Special Events"
"atmosphere=Wheelchair Access","occasion=Dining After the Theater"
"atmosphere=Good Out of Town Business","occasion=Dining After the Theater"
"atmosphere=Business Scene","occasion=Weekend Dining"
"atmosphere=Business Scene","occasion=Dining After the Theater"
"atmosphere=Business Scene","occasion=Late Night Menu"
"atmosphere=Business Scene","occasion=Entertainment"
"atmosphere=Singles Scene","occasion=Dining After the Theater"
"atmosphere=Singles Scene","occasion=Late Night Menu"
"atmosphere=Singles Scene","occasion=Entertainment"
"atmosphere=Singles Scene","occasion=Fine for Dining Alone"
"atmosphere=Extraordinary Food","occasion=Dining After the Theater"
"atmosphere=Extraordinary Service","occasion=Dining After the Theater"
"atmosphere=Extraordinary Decor","occasion=Dining After the Theater"
"atmosphere=Very Busy - Reservations a Must","occasion=Weekend Dining"
"atmosphere=Singles Scene","occasion=Dining Outdoors"
"atmosphere=Good Out of Town Business","occasion=Catering for Special Events"
"atmosphere=Quiet for Conversation","occasion=Catering for Special Events"
"atmosphere=Parking/Valet","occasion=Game"
"atmosphere=Need To Dress","occasion=Catering for Special Events"
"atmosphere=Business Scene","occasion=Game"
"atmosphere=Good for Younger Kids","occasion=Margaritas"
"atmosphere=Parking/Valet","occasion=Margaritas"
"atmosphere=Singles Scene","occasion=Margaritas"
"atmosphere=No Smoking Allowed","occasion=Private Parties"
"atmosphere=No Smoking Allowed","occasion=Private Rooms Available"
"atmosphere=No Smoking Allowed","occasion=Dining Outdoors"
"atmosphere=No Smoking Allowed","occasion=Entertainment"
"atmosphere=Business Scene","occasion=Dining Outdoors"
"atmosphere=Business Scene","occasion=Delivery Available"
"atmosphere=Authentic","occasion=Catering for Special Events"
"atmosphere=Need To Dress","occasion=Weekend Dining"
"atmosphere=No Smoking Allowed","occasion=Takeout Available"
"atmosphere=Parking/Valet","occasion=After Hours Dining"
"atmosphere=Singles Scene","occasion=After Hours Dining"
"atmosphere=Good for Younger Kids","occasion=Early Dining"
"atmosphere=Wheelchair Access","occasion=Early Dining"
"atmosphere=Relaxed Senior Scene","occasion=Early Dining"
"atmosphere=Parking/Valet","occasion=Pre-theater Dining"
"atmosphere=Parking/Valet","occasion=Early Dining"
"atmosphere=Warm spots by the fire","occasion=Early Dining"
"atmosphere=Excellent Food","occasion=Early Dining"
"atmosphere=Excellent Service","occasion=Early Dining"
"atmosphere=Good Decor","occasion=Early Dining"
"atmosphere=Relaxed Senior Scene","occasion=Catering for Special Events"
"atmosphere=Pub Feel","occasion=Catering for Special Events"
"atmosphere=Fair Food","occasion=Weekend Dining"
"atmosphere=Fair Food","occasion=Catering for Special Events"
"atmosphere=Parking/Valet","occasion=Prix Fixe Menus"
"atmosphere=Business Scene","occasion=Prix Fixe Menus"
"atmosphere=Hip Place To Be","occasion=Catering for Special Events"
"atmosphere=Little Known But Well Liked","occasion=Catering for Special Events"
"atmosphere=Fabulous Wine Lists","occasion=Dining After the Theater"
"atmosphere=Great for People Watching","occasion=Dining After the Theater"
"atmosphere=Hip Place To Be","occasion=Dining After the Theater"
"atmosphere=Excellent Decor","occasion=Dining After the Theater"
"atmosphere=Health Conscious Menus","occasion=Catering for Special Events"
"atmosphere=Excellent Service","occasion=Dining After the Theater"
"atmosphere=Very Busy - Reservations a Must","occasion=Prix Fixe Menus"
"atmosphere=Need To Dress","occasion=Takeout Available"
"atmosphere=Need To Dress","occasion=Delivery Available"
"atmosphere=Near-perfect Food","occasion=Entertainment"
"atmosphere=Singles Scene","occasion=Prix Fixe Menus"
"atmosphere=For the Young and Young at Heart","occasion=Pre-theater Dining"
"atmosphere=For the Young and Young at Heart","occasion=Early Dining"
"atmosphere=People Keep Coming Back","occasion=Early Dining"
"atmosphere=Very Busy - Reservations a Must","occasion=Pre-theater Dining"
"atmosphere=Very Busy - Reservations a Must","occasion=Early Dining"
"atmosphere=Good Food","occasion=Early Dining"
"atmosphere=Good Service","occasion=Early Dining"
"atmosphere=Extraordinary Decor","occasion=Early Dining"
"atmosphere=Fabulous Wine Lists","occasion=Early Dining"
"atmosphere=Good Out of Town Business","occasion=Early Dining"
"atmosphere=Romantic","occasion=Dining After the Theater"
"atmosphere=Romantic","occasion=Early Dining"
"atmosphere=An Historic Spot","occasion=Dining After the Theater"
"atmosphere=An Historic Spot","occasion=Early Dining"
"atmosphere=Warm spots by the fire","occasion=Dining After the Theater"
"atmosphere=Singles Scene","occasion=Pre-theater Dining"
"atmosphere=Singles Scene","occasion=Early Dining"
"atmosphere=Creative","occasion=Dining After the Theater"
"atmosphere=Creative","occasion=Early Dining"
"atmosphere=Near-perfect Food","occasion=Delivery Available"
"atmosphere=Authentic","occasion=Early Dining"
"atmosphere=Little Known But Well Liked","occasion=Short Drive"
"atmosphere=Very Busy - Reservations a Must","occasion=Short Drive"
"atmosphere=Parking/Valet","occasion=Short Drive"
"atmosphere=Near-perfect Decor","occasion=Takeout Available"
"atmosphere=Good for Younger Kids","occasion=Dining After the Theater"
"atmosphere=Good Food","occasion=Dining After the Theater"
"atmosphere=An Out Of The Way Find","occasion=Weekend Dining"
"atmosphere=An Out Of The Way Find","occasion=Catering for Special Events"
"atmosphere=No Smoking Allowed","occasion=Prix Fixe Menus"
"atmosphere=An Out Of The Way Find","occasion=Private Parties"
"atmosphere=An Out Of The Way Find","occasion=Private Rooms Available"
"atmosphere=An Out Of The Way Find","occasion=Takeout Available"
"atmosphere=Classic Hotel Dining","occasion=Dining After the Theater"
"atmosphere=Classic Hotel Dining","occasion=Early Dining"
"atmosphere=Excellent Decor","occasion=Early Dining"
"atmosphere=An Out Of The Way Find","occasion=Dining Outdoors"
"atmosphere=Fair Food","occasion=Prix Fixe Menus"
"atmosphere=Fair Food","occasion=Pre-theater Dining"
"atmosphere=Fair Food","occasion=Early Dining"
"atmosphere=Business Scene","occasion=Weekend Lunch"
"atmosphere=Business Scene","occasion=Weekend Brunch"
"atmosphere=Extraordinary Food","occasion=Weekend Lunch"
"atmosphere=Extraordinary Food","occasion=Weekend Brunch"
"atmosphere=Excellent Service","occasion=Weekend Lunch"
"atmosphere=Excellent Service","occasion=Weekend Brunch"
"atmosphere=Excellent Decor","occasion=Weekend Lunch"
"atmosphere=Excellent Decor","occasion=Weekend Brunch"
"atmosphere=Little Known But Well Liked","occasion=Weekend Brunch"
"atmosphere=Quiet for Conversation","occasion=Weekend Brunch"
"atmosphere=On the Beach","occasion=Weekend Brunch"
"atmosphere=Good Food","occasion=Weekend Brunch"
"atmosphere=Good Service","occasion=Weekend Brunch"
"atmosphere=Good Decor","occasion=Weekend Brunch"
"atmosphere=For the Young and Young at Heart","occasion=Weekend Lunch"
"atmosphere=For the Young and Young at Heart","occasion=Weekend Brunch"
"atmosphere=Warm spots by the fire","occasion=Weekend Lunch"
"atmosphere=Warm spots by the fire","occasion=Weekend Brunch"
"atmosphere=Warm spots by the fire","occasion=Weekend Jazz Brunch"
"atmosphere=No Reservations","occasion=Weekend Lunch"
"atmosphere=No Reservations","occasion=Weekend Brunch"
"atmosphere=No Reservations","occasion=After Hours Dining"
"atmosphere=Quirky","occasion=Weekend Lunch"
"atmosphere=Quirky","occasion=Weekend Brunch"
"atmosphere=Quirky","occasion=Weekend Jazz Brunch"
"atmosphere=Excellent Food","occasion=Weekend Lunch"
"atmosphere=Excellent Food","occasion=Weekend Brunch"
"atmosphere=Excellent Food","occasion=Weekend Jazz Brunch"
"atmosphere=Good Service","occasion=Weekend Lunch"
"atmosphere=Good Service","occasion=Weekend Jazz Brunch"
"atmosphere=Fair Decor","occasion=Weekend Lunch"
"atmosphere=Fair Decor","occasion=Weekend Brunch"
"atmosphere=Fair Decor","occasion=Weekend Jazz Brunch"
"atmosphere=Good Out of Town Business","occasion=Weekend Brunch"
"atmosphere=Good Out of Town Business","occasion=Parties and Occasions"
"atmosphere=Excellent Food","occasion=Parties and Occasions"
"atmosphere=Excellent Service","occasion=Parties and Occasions"
"atmosphere=Extraordinary Decor","occasion=Weekend Brunch"
"atmosphere=Extraordinary Decor","occasion=Parties and Occasions"
"atmosphere=Good Out of Town Business","occasion=Weekend Lunch"
"atmosphere=Romantic","occasion=Weekend Lunch"
"atmosphere=Good Food","occasion=Weekend Lunch"
"atmosphere=Good Decor","occasion=Weekend Lunch"
"atmosphere=Focus on Dessert","occasion=Weekend Lunch"
"atmosphere=Focus on Dessert","occasion=Weekend Brunch"
"atmosphere=Focus on Dessert","occasion=Private Rooms Available"
"atmosphere=Singles Scene","occasion=Weekend Lunch"
"atmosphere=Singles Scene","occasion=Weekend Brunch"
"atmosphere=Singles Scene","occasion=Weekend Jazz Brunch"
"atmosphere=Extraordinary Decor","occasion=Weekend Lunch"
"atmosphere=Focus on Dessert","occasion=Weekend Jazz Brunch"
"atmosphere=Good Decor","occasion=Weekend Jazz Brunch"
"atmosphere=Good for Younger Kids","occasion=Weekend Lunch"
"atmosphere=Good for Younger Kids","occasion=Weekend Brunch"
"atmosphere=Good for Younger Kids","occasion=Weekend Jazz Brunch"
"atmosphere=On the Beach","occasion=Weekend Lunch"
"atmosphere=On the Beach","occasion=Weekend Jazz Brunch"
"atmosphere=On the Beach","occasion=Entertainment"
"atmosphere=Relaxed Senior Scene","occasion=Weekend Lunch"
"atmosphere=Relaxed Senior Scene","occasion=Weekend Brunch"
"atmosphere=Romantic","occasion=Weekend Brunch"
