"s1","s2"
"cuisine=Hamburgers & Beer","atmosphere=Warm spots by the fire"
"cuisine=Hamburgers & Beer","atmosphere=Good Food"
"cuisine=Hamburgers & Beer","atmosphere=Good Service"
"cuisine=Hamburgers & Beer","atmosphere=Extraordinary Decor"
"cuisine=Dim Sum","atmosphere=Wheelchair Access"
"cuisine=Spanish","atmosphere=Fair Decor"
"cuisine=Russian","atmosphere=Good Food"
"cuisine=Russian","atmosphere=Good Service"
"cuisine=Hamburgers & Beer","atmosphere=Good Decor"
"cuisine=Chinese","atmosphere=Classic Hotel Dining"
"cuisine=Coffee and Dessert","atmosphere=People Keep Coming Back"
"cuisine=Seafood","atmosphere=Up and Coming"
"cuisine=Chinese","atmosphere=Health Conscious Menus"
"cuisine=Caribbean","atmosphere=Authentic"
"cuisine=American","atmosphere=Fair Service"
"cuisine=Vegetarian","atmosphere=Good Food"
"cuisine=Scandinavian","atmosphere=Authentic"
"cuisine=Scandinavian","atmosphere=Extraordinary Food"
"cuisine=Scandinavian","atmosphere=Excellent Service"
"cuisine=Scandinavian","atmosphere=Extraordinary Decor"
"cuisine=French","atmosphere=Warm spots by the fire"
"cuisine=Mediterranean","atmosphere=Place for Singles"
"cuisine=Mediterranean","atmosphere=Hip Place To Be"
"cuisine=Swiss","atmosphere=Excellent Food"
"cuisine=Swiss","atmosphere=Excellent Service"
"cuisine=Swiss","atmosphere=Good Decor"
"cuisine=Mediterranean","atmosphere=Good Out of Town Business"
"cuisine=Dim Sum","atmosphere=Warm spots by the fire"
"cuisine=Dim Sum","atmosphere=Extraordinary Food"
"cuisine=Scandinavian","atmosphere=Good Out of Town Business"
"cuisine=Scandinavian","atmosphere=Relaxed Senior Scene"
"cuisine=Scandinavian","atmosphere=Quiet for Conversation"
"cuisine=Scandinavian","atmosphere=Extraordinary Service"
"cuisine=Cajun","atmosphere=Quirky"
"cuisine=Creole","atmosphere=Quirky"
"cuisine=Creole","atmosphere=Fair Decor"
"cuisine=Cuban","atmosphere=For the Young and Young at Heart"
"cuisine=Chinese","atmosphere=Quirky"
"cuisine=Cuban","atmosphere=Quirky"
"cuisine=Cuban","atmosphere=Poor Decor"
"cuisine=Chinese","atmosphere=Romantic"
"cuisine=Chinese","atmosphere=Up and Coming"
"cuisine=Jewish","atmosphere=Romantic"
"cuisine=Jewish","atmosphere=Extraordinary Food"
"cuisine=Jewish","atmosphere=Extraordinary Service"
"cuisine=Jewish","atmosphere=Extraordinary Decor"
"cuisine=Cajun","atmosphere=People Keep Coming Back"
"cuisine=Creole","atmosphere=People Keep Coming Back"
"cuisine=Creole","atmosphere=Good Food"
"cuisine=Creole","atmosphere=Good Service"
"cuisine=Creole","atmosphere=Good Decor"
"cuisine=Russian","atmosphere=Extraordinary Food"
"cuisine=Russian","atmosphere=Extraordinary Service"
"cuisine=Japanese","atmosphere=Little Known But Well Liked"
"cuisine=Hamburgers & Beer","atmosphere=Place for Singles"
"cuisine=Hamburgers & Beer","atmosphere=Great for People Watching"
"cuisine=Chinese","atmosphere=Fabulous Wine Lists"
"cuisine=Chinese","atmosphere=Good Out of Town Business"
"cuisine=Chinese","atmosphere=Fair Service"
"cuisine=French","atmosphere=Authentic"
"cuisine=Swiss","atmosphere=Up and Coming"
"cuisine=Swiss","atmosphere=Excellent Decor"
"cuisine=Hamburgers & Beer","atmosphere=Excellent Food"
"cuisine=Hamburgers & Beer","atmosphere=Fair Decor"
"cuisine=Italian","atmosphere=Near-perfect Decor"
"cuisine=Swiss","atmosphere=Good Food"
"cuisine=Swiss","atmosphere=Good Service"
"cuisine=French","atmosphere=Good for Younger Kids"
"cuisine=Spanish","atmosphere=Good Food"
"cuisine=Ukrainian","atmosphere=Quirky"
"cuisine=Mexican","atmosphere=Relaxed Senior Scene"
"cuisine=Greek","atmosphere=Quirky"
"cuisine=French","atmosphere=Fair Decor"
"cuisine=Hamburgers & Beer","atmosphere=Good for Younger Kids"
"cuisine=Hamburgers & Beer","atmosphere=Wheelchair Access"
"cuisine=Hamburgers & Beer","atmosphere=For the Young and Young at Heart"
"cuisine=Hamburgers & Beer","atmosphere=Old World Cafe Charm"
"cuisine=Vietnamese","atmosphere=Excellent Food"
"cuisine=Vietnamese","atmosphere=Excellent Decor"
"cuisine=Spanish","atmosphere=Quiet for Conversation"
"cuisine=Japanese","atmosphere=Classic Hotel Dining"
"cuisine=Italian","atmosphere=Little Known But Well Liked"
"cuisine=Coffee and Dessert","atmosphere=Extraordinary Decor"
"cuisine=Italian","atmosphere=Health Conscious Menus"
"cuisine=Vegetarian","atmosphere=Good for Younger Kids"
"cuisine=Vegetarian","atmosphere=Excellent Service"
"cuisine=Vegetarian","atmosphere=Quirky"
"cuisine=Argentinean","atmosphere=Good Food"
"cuisine=Argentinean","atmosphere=Good Service"
"cuisine=Argentinean","atmosphere=Good Decor"
"cuisine=Greek","atmosphere=Excellent Decor"
"cuisine=Indian","atmosphere=Extraordinary Decor"
"cuisine=Japanese","atmosphere=For the Young and Young at Heart"
"cuisine=Japanese","atmosphere=People Keep Coming Back"
"cuisine=Greek","atmosphere=Quiet for Conversation"
"cuisine=Caribbean","atmosphere=Excellent Food"
"cuisine=Caribbean","atmosphere=Excellent Service"
"cuisine=Caribbean","atmosphere=Excellent Decor"
"cuisine=Jewish","atmosphere=Wheelchair Access"
"cuisine=Canadian","atmosphere=Good for Younger Kids"
"cuisine=Canadian","atmosphere=People Keep Coming Back"
"cuisine=Canadian","atmosphere=Good Food"
"cuisine=Canadian","atmosphere=Good Service"
"cuisine=Canadian","atmosphere=Fair Decor"
"cuisine=Japanese","atmosphere=Health Conscious Menus"
"cuisine=Indian","atmosphere=Creative"
"cuisine=Vegetarian","atmosphere=For the Young and Young at Heart"
"cuisine=Burritos","atmosphere=For the Young and Young at Heart"
"cuisine=Burritos","atmosphere=Health Conscious Menus"
"cuisine=Mexican","atmosphere=Health Conscious Menus"
"cuisine=Burritos","atmosphere=Excellent Food"
"cuisine=Burritos","atmosphere=Good Service"
"cuisine=Burritos","atmosphere=Fair Decor"
"cuisine=Bar-B-Q","atmosphere=Fair Service"
"cuisine=German","atmosphere=Quirky"
"cuisine=German","atmosphere=Excellent Food"
"cuisine=Vietnamese","atmosphere=Fair Decor"
"cuisine=German","atmosphere=Creative"
"cuisine=Swiss","atmosphere=Creative"
"cuisine=Vietnamese","atmosphere=Little Known But Well Liked"
"cuisine=Hamburgers & Beer","atmosphere=An Historic Spot"
"cuisine=Turkish","atmosphere=Excellent Food"
"cuisine=Turkish","atmosphere=Excellent Service"
"cuisine=Thai","atmosphere=Wheelchair Access"
"cuisine=Coffee and Dessert","atmosphere=Place for Singles"
"cuisine=Hamburgers & Beer","atmosphere=Little Known But Well Liked"
"cuisine=Hamburgers & Beer","atmosphere=Quirky"
"cuisine=American","atmosphere=Authentic"
"cuisine=Hamburgers & Beer","atmosphere=Authentic"
"cuisine=Russian","atmosphere=Authentic"
"cuisine=Russian","atmosphere=Excellent Decor"
"cuisine=Coffee and Dessert","atmosphere=Warm spots by the fire"
"cuisine=Coffee and Dessert","atmosphere=Fair Food"
"cuisine=French","atmosphere=Fair Food"
"cuisine=Italian","atmosphere=Fair Food"
"cuisine=Jewish","atmosphere=Good Decor"
"cuisine=Caribbean","atmosphere=People Keep Coming Back"
"cuisine=Chinese","atmosphere=People Keep Coming Back"
"cuisine=Chinese","atmosphere=Place for Singles"
"cuisine=Japanese","atmosphere=Place for Singles"
"cuisine=Caribbean","atmosphere=Quirky"
"cuisine=Armenian","atmosphere=Good Food"
"cuisine=Armenian","atmosphere=Good Service"
"cuisine=Armenian","atmosphere=Good Decor"
"cuisine=Coffee and Dessert","atmosphere=Romantic"
"cuisine=Greek","atmosphere=Little Known But Well Liked"
"cuisine=Dim Sum","atmosphere=Fair Decor"
"cuisine=Polish","atmosphere=Excellent Food"
"cuisine=Polish","atmosphere=Good Service"
"cuisine=Polish","atmosphere=Fair Decor"
"cuisine=Seafood","atmosphere=Warm spots by the fire"
"cuisine=Belgian","atmosphere=Excellent Food"
"cuisine=Belgian","atmosphere=Excellent Service"
"cuisine=Belgian","atmosphere=Excellent Decor"
"cuisine=Greek","atmosphere=Authentic"
"cuisine=Mediterranean","atmosphere=Good for Younger Kids"
"cuisine=Mediterranean","atmosphere=Health Conscious Menus"
"cuisine=Seafood","atmosphere=Romantic"
"cuisine=French","atmosphere=An Historic Spot"
"cuisine=Vegetarian","atmosphere=Up and Coming"
"cuisine=Dim Sum","atmosphere=For the Young and Young at Heart"
"cuisine=Brazilian","atmosphere=Up and Coming"
"cuisine=Brazilian","atmosphere=Good Food"
"cuisine=Brazilian","atmosphere=Good Decor"
"cuisine=Seafood","atmosphere=Health Conscious Menus"
"cuisine=Mediterranean","atmosphere=Authentic"
"cuisine=Turkish","atmosphere=Authentic"
"cuisine=Hamburgers & Beer","atmosphere=Up and Coming"
"cuisine=Jewish","atmosphere=Fabulous Wine Lists"
"cuisine=Seafood","atmosphere=Old World Cafe Charm"
"cuisine=Irish","atmosphere=An Historic Spot"
"cuisine=Irish","atmosphere=Excellent Food"
"cuisine=Irish","atmosphere=Excellent Decor"
"cuisine=Burritos","atmosphere=Good for Younger Kids"
"cuisine=Burritos","atmosphere=Wheelchair Access"
"cuisine=Burritos","atmosphere=Up and Coming"
"cuisine=German","atmosphere=Good Decor"
"cuisine=Italian","atmosphere=Poor Decor"
"cuisine=Mediterranean","atmosphere=Creative"
"cuisine=German","atmosphere=Good Service"
"cuisine=Turkish","atmosphere=Extraordinary Food"
"cuisine=Turkish","atmosphere=Excellent Decor"
"cuisine=Vegetarian","atmosphere=People Keep Coming Back"
"cuisine=Coffee and Dessert","atmosphere=Fair Decor"
"cuisine=Vegetarian","atmosphere=Fair Decor"
"cuisine=Bar-B-Q","atmosphere=Quirky"
"cuisine=Mediterranean","atmosphere=For the Young and Young at Heart"
"cuisine=Moroccan","atmosphere=Good Food"
"cuisine=Moroccan","atmosphere=Good Service"
"cuisine=Mexican","atmosphere=Fair Food"
"cuisine=Hungarian","atmosphere=Warm spots by the fire"
"cuisine=Hungarian","atmosphere=Excellent Decor"
"cuisine=Korean","atmosphere=Quirky"
"cuisine=Korean","atmosphere=Up and Coming"
"cuisine=Korean","atmosphere=Good Food"
"cuisine=Vegetarian","atmosphere=Creative"
"cuisine=Vegetarian","atmosphere=Extraordinary Food"
"cuisine=Vegetarian","atmosphere=Excellent Decor"
"cuisine=Italian","atmosphere=Authentic"
"cuisine=French","atmosphere=Little Known But Well Liked"
"cuisine=Dim Sum","atmosphere=Up and Coming"
"cuisine=French","atmosphere=People Keep Coming Back"
"cuisine=French","atmosphere=Fair Service"
"cuisine=Hamburgers & Beer","atmosphere=Good Out of Town Business"
"cuisine=Hamburgers & Beer","atmosphere=Relaxed Senior Scene"
"cuisine=Hamburgers & Beer","atmosphere=Health Conscious Menus"
"cuisine=Japanese","atmosphere=Extraordinary Decor"
"cuisine=Thai","atmosphere=Quirky"
"cuisine=Thai","atmosphere=Little Known But Well Liked"
"cuisine=Afghanistan","atmosphere=Up and Coming"
"cuisine=Afghanistan","atmosphere=Good Decor"
"cuisine=Peruvian","atmosphere=Excellent Food"
"cuisine=Peruvian","atmosphere=Good Service"
"cuisine=Peruvian","atmosphere=Fair Decor"
"cuisine=Argentinean","atmosphere=Little Known But Well Liked"
"cuisine=Argentinean","atmosphere=Extraordinary Food"
"cuisine=Argentinean","atmosphere=Excellent Service"
"cuisine=Argentinean","atmosphere=Fair Decor"
"cuisine=Dim Sum","atmosphere=Little Known But Well Liked"
"cuisine=Seafood","atmosphere=Little Known But Well Liked"
"cuisine=Irish","atmosphere=People Keep Coming Back"
"cuisine=American","atmosphere=Fair Food"
"cuisine=Irish","atmosphere=Fair Food"
"cuisine=Irish","atmosphere=Good Service"
"cuisine=Polish","atmosphere=Classic Hotel Dining"
"cuisine=Polish","atmosphere=Good Food"
"cuisine=Brazilian","atmosphere=For the Young and Young at Heart"
"cuisine=Irish","atmosphere=Pub Feel"
"cuisine=Irish","atmosphere=Up and Coming"
"cuisine=Indian","atmosphere=Fair Decor"
"cuisine=Malaysian","atmosphere=Quirky"
"cuisine=Malaysian","atmosphere=Up and Coming"
"cuisine=Malaysian","atmosphere=Fair Decor"
"cuisine=Jewish","atmosphere=Good for Younger Kids"
"cuisine=Jewish","atmosphere=Fair Service"
"cuisine=Burritos","atmosphere=Good Food"
"cuisine=Cuban","atmosphere=People Keep Coming Back"
"cuisine=Burmese","atmosphere=Little Known But Well Liked"
"cuisine=Burmese","atmosphere=Extraordinary Food"
"cuisine=Burmese","atmosphere=Excellent Service"
"cuisine=Vietnamese","atmosphere=Authentic"
"cuisine=Vietnamese","atmosphere=Poor Decor"
"cuisine=Jewish","atmosphere=For the Young and Young at Heart"
"cuisine=Thai","atmosphere=Up and Coming"
"cuisine=Caribbean","atmosphere=Creative"
"cuisine=Jewish","atmosphere=Authentic"
"cuisine=Turkish","atmosphere=Poor Decor"
"cuisine=Hungarian","atmosphere=Wheelchair Access"
"cuisine=Hungarian","atmosphere=Good Service"
"cuisine=Hungarian","atmosphere=Fair Decor"
"cuisine=Chinese","atmosphere=Old World Cafe Charm"
"cuisine=Afghanistan","atmosphere=Quirky"
"cuisine=Afghanistan","atmosphere=Good Service"
"cuisine=Afghanistan","atmosphere=Fair Decor"
"cuisine=Afghanistan","atmosphere=Health Conscious Menus"
"cuisine=Afghanistan","atmosphere=Creative"
"cuisine=Creole","atmosphere=Good for Younger Kids"
"cuisine=Creole","atmosphere=For the Young and Young at Heart"
"cuisine=Burmese","atmosphere=Good Food"
"cuisine=Indonesian","atmosphere=Good Food"
"cuisine=Cajun","atmosphere=Warm spots by the fire"
"cuisine=Creole","atmosphere=Warm spots by the fire"
"cuisine=Mexican","atmosphere=Little Known But Well Liked"
"cuisine=Mexican","atmosphere=Poor Decor"
"cuisine=Mexican","atmosphere=Pub Feel"
"cuisine=Caribbean","atmosphere=For the Young and Young at Heart"
"cuisine=Brazilian","atmosphere=People Keep Coming Back"
"cuisine=Hamburgers & Beer","atmosphere=Fair Food"
"cuisine=Hungarian","atmosphere=Authentic"
"cuisine=Coffee and Dessert","atmosphere=Little Known But Well Liked"
"cuisine=Jewish","atmosphere=Relaxed Senior Scene"
"cuisine=Jewish","atmosphere=Up and Coming"
"cuisine=Burritos","atmosphere=Fair Service"
"cuisine=Mexican","atmosphere=Fair Service"
"cuisine=Filipino","atmosphere=Quirky"
"cuisine=Filipino","atmosphere=Good Food"
"cuisine=Filipino","atmosphere=Good Service"
"cuisine=Filipino","atmosphere=Good Decor"
"cuisine=Creole","atmosphere=Creative"
"cuisine=Coffee and Dessert","atmosphere=Great for People Watching"
"cuisine=Burritos","atmosphere=Good Decor"
"cuisine=Hamburgers & Beer","atmosphere=Fair Service"
"cuisine=Tibetan","atmosphere=Quirky"
"cuisine=Tibetan","atmosphere=Warm spots by the fire"
"cuisine=Tibetan","atmosphere=Excellent Service"
"cuisine=Tibetan","atmosphere=Good Decor"
"cuisine=American","atmosphere=Parking/Valet"
"cuisine=Mexican","atmosphere=Parking/Valet"
"cuisine=Vegetarian","atmosphere=Parking/Valet"
"cuisine=Indian","atmosphere=Wheelchair Access"
"cuisine=Vegetarian","atmosphere=Wheelchair Access"
"cuisine=Indian","atmosphere=No Smoking Allowed"
"cuisine=Vegetarian","atmosphere=No Smoking Allowed"
"cuisine=Indian","atmosphere=Parking/Valet"
"cuisine=Chinese","atmosphere=Parking/Valet"
"cuisine=American","atmosphere=Singles Scene"
"cuisine=Mediterranean","atmosphere=Parking/Valet"
"cuisine=Bar-B-Q","atmosphere=Parking/Valet"
"cuisine=Bar-B-Q","atmosphere=An Historic Spot"
"cuisine=Bar-B-Q","atmosphere=Extraordinary Food"
"cuisine=Bar-B-Q","atmosphere=Excellent Service"
"cuisine=Thai","atmosphere=An Out Of The Way Find"
"cuisine=Thai","atmosphere=Parking/Valet"
"cuisine=German","atmosphere=Parking/Valet"
"cuisine=German","atmosphere=Warm spots by the fire"
"cuisine=German","atmosphere=Extraordinary Food"
"cuisine=German","atmosphere=Extraordinary Decor"
"cuisine=French","atmosphere=Parking/Valet"
"cuisine=American","atmosphere=Business Scene"
"cuisine=Chinese","atmosphere=Very Busy - Reservations a Must"
"cuisine=Thai","atmosphere=Very Busy - Reservations a Must"
"cuisine=Japanese","atmosphere=Very Busy - Reservations a Must"
"cuisine=Japanese","atmosphere=Parking/Valet"
"cuisine=Italian","atmosphere=Parking/Valet"
"cuisine=Italian","atmosphere=Business Scene"
"cuisine=Italian","atmosphere=Singles Scene"
"cuisine=Italian","atmosphere=Need To Dress"
"cuisine=Mexican","atmosphere=Singles Scene"
"cuisine=Seafood","atmosphere=Parking/Valet"
"cuisine=Vegetarian","atmosphere=Good Out of Town Business"
"cuisine=American","atmosphere=No Smoking Allowed"
"cuisine=Vegetarian","atmosphere=Romantic"
"cuisine=Vegetarian","atmosphere=Quiet for Conversation"
"cuisine=Vegetarian","atmosphere=Classic Hotel Dining"
"cuisine=Vegetarian","atmosphere=Business Scene"
"cuisine=Vegetarian","atmosphere=Extraordinary Service"
"cuisine=Vegetarian","atmosphere=Extraordinary Decor"
"cuisine=Japanese","atmosphere=Business Scene"
"cuisine=Vietnamese","atmosphere=Wheelchair Access"
"cuisine=Thai","atmosphere=Great for People Watching"
"cuisine=Japanese","atmosphere=Need To Dress"
"cuisine=Cuban","atmosphere=Little Known But Well Liked"
"cuisine=Spanish","atmosphere=Little Known But Well Liked"
"cuisine=Cuban","atmosphere=Parking/Valet"
"cuisine=Spanish","atmosphere=Parking/Valet"
"cuisine=Greek","atmosphere=Good for Younger Kids"
"cuisine=Greek","atmosphere=Wheelchair Access"
"cuisine=Cajun","atmosphere=Parking/Valet"
"cuisine=Creole","atmosphere=Parking/Valet"
"cuisine=Mediterranean","atmosphere=Wheelchair Access"
"cuisine=Jewish","atmosphere=No Smoking Allowed"
"cuisine=Mediterranean","atmosphere=No Smoking Allowed"
"cuisine=Jewish","atmosphere=Very Busy - Reservations a Must"
"cuisine=Mediterranean","atmosphere=Very Busy - Reservations a Must"
"cuisine=Jewish","atmosphere=Parking/Valet"
"cuisine=Mediterranean","atmosphere=Fair Decor"
"cuisine=Russian","atmosphere=Wheelchair Access"
"cuisine=Russian","atmosphere=No Smoking Allowed"
"cuisine=Russian","atmosphere=Very Busy - Reservations a Must"
"cuisine=Russian","atmosphere=Parking/Valet"
"cuisine=Russian","atmosphere=Need To Dress"
"cuisine=Seafood","atmosphere=Very Busy - Reservations a Must"
"cuisine=Vegetarian","atmosphere=Relaxed Senior Scene"
"cuisine=Indian","atmosphere=Little Known But Well Liked"
"cuisine=Indian","atmosphere=Classic Hotel Dining"
"cuisine=Indian","atmosphere=Extraordinary Service"
"cuisine=German","atmosphere=Fair Decor"
"cuisine=Japanese","atmosphere=Hip Place To Be"
"cuisine=Creole","atmosphere=Extraordinary Food"
"cuisine=Caribbean","atmosphere=Parking/Valet"
"cuisine=Mediterranean","atmosphere=Business Scene"
"cuisine=Cajun","atmosphere=Little Known But Well Liked"
"cuisine=Creole","atmosphere=Little Known But Well Liked"
"cuisine=Cajun","atmosphere=Authentic"
"cuisine=Creole","atmosphere=Authentic"
"cuisine=Vietnamese","atmosphere=Parking/Valet"
"cuisine=African","atmosphere=Wheelchair Access"
"cuisine=African","atmosphere=Parking/Valet"
"cuisine=African","atmosphere=Quirky"
"cuisine=African","atmosphere=Creative"
"cuisine=African","atmosphere=Excellent Food"
"cuisine=African","atmosphere=Excellent Service"
"cuisine=African","atmosphere=Fair Decor"
"cuisine=Caribbean","atmosphere=Fabulous Wine Lists"
"cuisine=Caribbean","atmosphere=Wheelchair Access"
"cuisine=Caribbean","atmosphere=Great for People Watching"
"cuisine=Seafood","atmosphere=Great for People Watching"
"cuisine=Caribbean","atmosphere=Hip Place To Be"
"cuisine=Seafood","atmosphere=Hip Place To Be"
"cuisine=Caribbean","atmosphere=Extraordinary Food"
"cuisine=Caribbean","atmosphere=Extraordinary Service"
"cuisine=Seafood","atmosphere=Singles Scene"
"cuisine=Caribbean","atmosphere=Good for Younger Kids"
"cuisine=Cuban","atmosphere=Good for Younger Kids"
"cuisine=Pacific Rim","atmosphere=Wheelchair Access"
"cuisine=Pacific Rim","atmosphere=Great for People Watching"
"cuisine=Pacific Rim","atmosphere=Parking/Valet"
"cuisine=Pacific Rim","atmosphere=Singles Scene"
"cuisine=Pacific Rim","atmosphere=Creative"
"cuisine=Pacific Rim","atmosphere=Extraordinary Food"
"cuisine=Pacific Rim","atmosphere=Excellent Service"
"cuisine=Pacific Rim","atmosphere=Excellent Decor"
"cuisine=Bar-B-Q","atmosphere=Relaxed Senior Scene"
"cuisine=Bar-B-Q","atmosphere=Business Scene"
"cuisine=Chinese","atmosphere=Hip Place To Be"
"cuisine=Chinese","atmosphere=Near-perfect Food"
"cuisine=Chinese","atmosphere=Near-perfect Decor"
"cuisine=Chinese","atmosphere=Business Scene"
"cuisine=Seafood","atmosphere=No Smoking Allowed"
"cuisine=Cuban","atmosphere=Great for People Watching"
"cuisine=Cuban","atmosphere=Hip Place To Be"
"cuisine=Cuban","atmosphere=Singles Scene"
"cuisine=Swiss","atmosphere=Fabulous Wine Lists"
"cuisine=Swiss","atmosphere=Wheelchair Access"
"cuisine=Swiss","atmosphere=Good Out of Town Business"
"cuisine=Swiss","atmosphere=Romantic"
"cuisine=Swiss","atmosphere=Parking/Valet"
"cuisine=Swiss","atmosphere=An Historic Spot"
"cuisine=Swiss","atmosphere=Warm spots by the fire"
"cuisine=Swiss","atmosphere=Singles Scene"
"cuisine=Swiss","atmosphere=Extraordinary Decor"
"cuisine=French","atmosphere=Business Scene"
"cuisine=Russian","atmosphere=Fabulous Wine Lists"
"cuisine=Russian","atmosphere=Classic Hotel Dining"
"cuisine=Russian","atmosphere=Business Scene"
"cuisine=Russian","atmosphere=Near-perfect Decor"
"cuisine=Chinese","atmosphere=No Smoking Allowed"
"cuisine=Thai","atmosphere=No Smoking Allowed"
"cuisine=Indian","atmosphere=Good for Younger Kids"
"cuisine=Romanian","atmosphere=Wheelchair Access"
"cuisine=Romanian","atmosphere=Quiet for Conversation"
"cuisine=Romanian","atmosphere=Parking/Valet"
"cuisine=Romanian","atmosphere=Excellent Food"
"cuisine=Romanian","atmosphere=Excellent Service"
"cuisine=Romanian","atmosphere=Excellent Decor"
"cuisine=Pacific Rim","atmosphere=Fabulous Wine Lists"
"cuisine=Pacific Rim","atmosphere=Hip Place To Be"
"cuisine=Pacific Rim","atmosphere=Extraordinary Service"
"cuisine=Indian","atmosphere=An Out Of The Way Find"
"cuisine=Indian","atmosphere=Health Conscious Menus"
"cuisine=African","atmosphere=Good for Younger Kids"
"cuisine=African","atmosphere=No Smoking Allowed"
"cuisine=African","atmosphere=Romantic"
"cuisine=African","atmosphere=Very Busy - Reservations a Must"
"cuisine=African","atmosphere=Great for People Watching"
"cuisine=Mediterranean","atmosphere=Great for People Watching"
"cuisine=African","atmosphere=Extraordinary Service"
"cuisine=African","atmosphere=Extraordinary Decor"
"cuisine=Italian","atmosphere=An Out Of The Way Find"
"cuisine=American","atmosphere=An Out Of The Way Find"
"cuisine=African","atmosphere=Good Decor"
"cuisine=Vegetarian","atmosphere=Hip Place To Be"
"cuisine=Seafood","atmosphere=Business Scene"
"cuisine=Korean","atmosphere=Wheelchair Access"
"cuisine=Korean","atmosphere=Parking/Valet"
"cuisine=Mexican","atmosphere=No Smoking Allowed"
"cuisine=Seafood","atmosphere=People Keep Coming Back"
"cuisine=Cuban","atmosphere=Extraordinary Food"
"cuisine=Spanish","atmosphere=Fair Food"
"cuisine=American","atmosphere=On the Beach"
"cuisine=Wine and Beer","atmosphere=For the Young and Young at Heart"
"cuisine=Wine and Beer","atmosphere=Focus on Dessert"
"cuisine=Cajun","atmosphere=Focus on Dessert"
"cuisine=Creole","atmosphere=Focus on Dessert"
"cuisine=Wine and Beer","atmosphere=Extraordinary Food"
"cuisine=Wine and Beer","atmosphere=Excellent Service"
"cuisine=Wine and Beer","atmosphere=Excellent Decor"
"cuisine=Fountain and Ice Cream","atmosphere=Warm spots by the fire"
"cuisine=Wine and Beer","atmosphere=Warm spots by the fire"
"cuisine=Wine and Beer","atmosphere=Good Decor"
"cuisine=Mexican","atmosphere=Warm spots by the fire"
"cuisine=Mexican","atmosphere=On the Beach"
"cuisine=French","atmosphere=On the Beach"
"cuisine=Mediterranean","atmosphere=On the Beach"
"cuisine=Belgian","atmosphere=For the Young and Young at Heart"
"cuisine=Belgian","atmosphere=Warm spots by the fire"
"cuisine=Belgian","atmosphere=Quirky"
"cuisine=Belgian","atmosphere=On the Beach"
"cuisine=Belgian","atmosphere=Extraordinary Food"
"cuisine=Belgian","atmosphere=Good Service"
"cuisine=Belgian","atmosphere=Poor Decor"
"cuisine=Bar-B-Q","atmosphere=Warm spots by the fire"
"cuisine=Bar-B-Q","atmosphere=Hip Place To Be"
"cuisine=Bar-B-Q","atmosphere=Excellent Decor"
"cuisine=Wine and Beer","atmosphere=Good for Younger Kids"
"cuisine=Pacific New Wave","atmosphere=Good for Younger Kids"
"cuisine=Fountain and Ice Cream","atmosphere=Fabulous Wine Lists"
"cuisine=Wine and Beer","atmosphere=Fabulous Wine Lists"
"cuisine=Pacific New Wave","atmosphere=Fabulous Wine Lists"
"cuisine=Pacific New Wave","atmosphere=Warm spots by the fire"
"cuisine=Wine and Beer","atmosphere=Hip Place To Be"
"cuisine=Pacific New Wave","atmosphere=Hip Place To Be"
"cuisine=Pacific New Wave","atmosphere=Focus on Dessert"
"cuisine=Fountain and Ice Cream","atmosphere=Singles Scene"
"cuisine=Wine and Beer","atmosphere=Singles Scene"
"cuisine=Pacific New Wave","atmosphere=Singles Scene"
"cuisine=Pacific New Wave","atmosphere=Extraordinary Food"
"cuisine=Pacific New Wave","atmosphere=Excellent Service"
"cuisine=Pacific New Wave","atmosphere=Excellent Decor"
"cuisine=Vegetarian","atmosphere=Warm spots by the fire"
"cuisine=Vegetarian","atmosphere=No Reservations"
"cuisine=Vegetarian","atmosphere=On the Beach"
"cuisine=Vegetarian","atmosphere=Singles Scene"
"cuisine=Italian","atmosphere=On the Beach"
"cuisine=Indian","atmosphere=Warm spots by the fire"
"cuisine=French","atmosphere=Singles Scene"
"cuisine=Argentinean","atmosphere=Quirky"
"cuisine=Argentinean","atmosphere=Excellent Food"
"cuisine=Argentinean","atmosphere=Excellent Decor"
"cuisine=Caribbean","atmosphere=Warm spots by the fire"
"cuisine=Nicaraguan","atmosphere=Warm spots by the fire"
"cuisine=Nicaraguan","atmosphere=Good Food"
"cuisine=Nicaraguan","atmosphere=Good Service"
"cuisine=Caribbean","atmosphere=Fair Decor"
"cuisine=Nicaraguan","atmosphere=Fair Decor"
"cuisine=Mexican","atmosphere=Hip Place To Be"
"cuisine=Mexican","atmosphere=An Historic Spot"
"cuisine=Caribbean","atmosphere=Little Known But Well Liked"
"cuisine=Peruvian","atmosphere=Little Known But Well Liked"
"cuisine=Peruvian","atmosphere=Warm spots by the fire"
"cuisine=Caribbean","atmosphere=No Reservations"
"cuisine=Peruvian","atmosphere=No Reservations"
"cuisine=Peruvian","atmosphere=Extraordinary Food"
"cuisine=Chinese","atmosphere=An Out Of The Way Find"
"cuisine=French","atmosphere=An Out Of The Way Find"
"cuisine=Mediterranean","atmosphere=An Out Of The Way Find"
"cuisine=Mediterranean","atmosphere=Fabulous Wine Lists"
"cuisine=Pacific New Wave","atmosphere=Near-perfect Food"
"cuisine=Pacific New Wave","atmosphere=Extraordinary Service"
"cuisine=Pacific New Wave","atmosphere=Good Decor"
"cuisine=Pacific New Wave","atmosphere=Good Out of Town Business"
"cuisine=Pacific New Wave","atmosphere=Quirky"
